         y,     x_in,    y_in,          x_corr,           y_corr
22320, 10000, 22320, 10612.6, 22562.1
22330, 10000, 22330, 10612.2, 22571.9
22340, 10000, 22340, 10611.9, 22581.7
22350, 10000, 22350, 10611.5, 22591.4
22360, 10000, 22360, 10611.2, 22601.2
22370, 10000, 22370, 10610.8, 22611
22380, 10000, 22380, 10610.5, 22620.7
22390, 10000, 22390, 10610.1, 22630.5
22400, 10000, 22400, 10609.8, 22640.3
22410, 10000, 22410, 10609.4, 22650
22420, 10000, 22420, 10609.1, 22659.8
22430, 10000, 22430, 10608.7, 22669.6
22440, 10000, 22440, 10608.4, 22679.3
22450, 10000, 22450, 10608, 22689.1
22460, 10000, 22460, 10607.7, 22698.9
22470, 10000, 22470, 10607.3, 22708.6
22480, 10000, 22480, 10607, 22718.4
22490, 10000, 22490, 10606.6, 22728.2
22500, 10000, 22500, 10606.3, 22737.9
22510, 10000, 22510, 10605.9, 22747.7
22520, 10000, 22520, 10605.6, 22757.5
22530, 10000, 22530, 10605.2, 22767.2
22540, 10000, 22540, 10604.9, 22777
22550, 10000, 22550, 10604.5, 22786.8
22560, 10000, 22560, 10604.2, 22796.6
22570, 10000, 22570, 10603.8, 22806.3
22580, 10000, 22580, 10603.5, 22816.1
22590, 10000, 22590, 10603.1, 22825.9
22600, 10000, 22600, 10602.8, 22835.6
22610, 10000, 22610, 10602.4, 22845.4
22620, 10000, 22620, 10602.1, 22855.2
22630, 10000, 22630, 10601.7, 22864.9
22640, 10000, 22640, 10601.4, 22874.7
22650, 10000, 22650, 10601, 22884.5
22660, 10000, 22660, 10600.7, 22894.2
22670, 10000, 22670, 10600.3, 22904
22680, 10000, 22680, 10600, 22913.8
22690, 10000, 22690, 10599.6, 22923.5
22700, 10000, 22700, 10599.3, 22933.3
22710, 10000, 22710, 10598.9, 22943.1
22720, 10000, 22720, 10598.6, 22952.8
22730, 10000, 22730, 10598.2, 22962.6
22740, 10000, 22740, 10597.9, 22972.4
22750, 10000, 22750, 10597.6, 22982.1
22760, 10000, 22760, 10597.2, 22991.9
22770, 10000, 22770, 10596.9, 23001.7
22780, 10000, 22780, 10596.5, 23011.5
22790, 10000, 22790, 10596.2, 23021.2
22800, 10000, 22800, 10595.8, 23031
22810, 10000, 22810, 10595.5, 23040.8
22820, 10000, 22820, 10595.1, 23050.5
22830, 10000, 22830, 10594.8, 23060.3
22840, 10000, 22840, 10594.4, 23070.1
22850, 10000, 22850, 10594.1, 23079.8
22860, 10000, 22860, 10593.7, 23089.6
22870, 10000, 22870, 10593.4, 23099.4
22880, 10000, 22880, 10593, 23109.1
22890, 10000, 22890, 10592.7, 23118.9
22900, 10000, 22900, 10592.3, 23128.7
22910, 10000, 22910, 10592, 23138.4
22920, 10000, 22920, 10591.6, 23148.2
22930, 10000, 22930, 10591.3, 23158
22940, 10000, 22940, 10590.9, 23167.7
22950, 10000, 22950, 10590.6, 23177.5
22960, 10000, 22960, 10590.2, 23187.3
22970, 10000, 22970, 10589.9, 23197.1
22980, 10000, 22980, 10589.5, 23206.8
22990, 10000, 22990, 10589.2, 23216.6
23000, 10000, 23000, 10588.8, 23226.4
23010, 10000, 23010, 10588.5, 23236.1
23020, 10000, 23020, 10588.1, 23245.9
23030, 10000, 23030, 10587.8, 23255.7
23040, 10000, 23040, 10587.4, 23265.4
23050, 10000, 23050, 10587.1, 23275.2
23060, 10000, 23060, 10586.7, 23285
23070, 10000, 23070, 10586.4, 23294.7
23080, 10000, 23080, 10586, 23304.5
23090, 10000, 23090, 10585.7, 23314.3
23100, 10000, 23100, 10585.3, 23324
23110, 10000, 23110, 10585, 23333.8
23120, 10000, 23120, 10584.6, 23343.6
23130, 10000, 23130, 10584.3, 23353.3
23140, 10000, 23140, 10583.9, 23363.1
23150, 10000, 23150, 10583.6, 23372.9
23160, 10000, 23160, 10583.2, 23382.6
23170, 10000, 23170, 10582.9, 23392.4
23180, 10000, 23180, 10582.5, 23402.2
23190, 10000, 23190, 10582.2, 23412
23200, 10000, 23200, 10581.8, 23421.7
23210, 10000, 23210, 10581.5, 23431.5
23220, 10000, 23220, 10581.1, 23441.3
23230, 10000, 23230, 10580.8, 23451
23240, 10000, 23240, 10580.4, 23460.8
23250, 10000, 23250, 10580.1, 23470.6
23260, 10000, 23260, 10579.7, 23480.3
23270, 10000, 23270, 10579.4, 23490.1
23280, 10000, 23280, 10579, 23499.9
23290, 10000, 23290, 10578.7, 23509.6
23300, 10000, 23300, 10578.3, 23519.4
23310, 10000, 23310, 10578, 23529.2
23320, 10000, 23320, 10577.6, 23538.9
23330, 10000, 23330, 10577.3, 23548.7
23340, 10000, 23340, 10576.9, 23558.5
23350, 10000, 23350, 10576.6, 23568.2
23360, 10000, 23360, 10576.2, 23578
23370, 10000, 23370, 10575.9, 23587.8
23380, 10000, 23380, 10575.5, 23597.5
23390, 10000, 23390, 10575.2, 23607.3
23400, 10000, 23400, 10574.8, 23617.1
23410, 10000, 23410, 10574.5, 23626.9
23420, 10000, 23420, 10574.1, 23636.6
23430, 10000, 23430, 10573.8, 23646.4
23440, 10000, 23440, 10573.4, 23656.2
23450, 10000, 23450, 10573.1, 23665.9
23460, 10000, 23460, 10572.7, 23675.7
23470, 10000, 23470, 10572.4, 23685.5
23480, 10000, 23480, 10572, 23695.2
23490, 10000, 23490, 10571.7, 23705
23500, 10000, 23500, 10571.3, 23714.8
23510, 10000, 23510, 10571, 23724.5
23520, 10000, 23520, 10570.6, 23734.3
23530, 10000, 23530, 10570.3, 23744.1
23540, 10000, 23540, 10569.9, 23753.8
23550, 10000, 23550, 10569.6, 23763.6
23560, 10000, 23560, 10569.2, 23773.4
23570, 10000, 23570, 10568.9, 23783.1
23580, 10000, 23580, 10568.5, 23792.9
23590, 10000, 23590, 10568.2, 23802.7
23600, 10000, 23600, 10567.8, 23812.4
23610, 10000, 23610, 10567.5, 23822.2
23620, 10000, 23620, 10567.1, 23832
23630, 10000, 23630, 10566.8, 23841.8
23640, 10000, 23640, 10566.4, 23851.5
23650, 10000, 23650, 10566.1, 23861.3
23660, 10000, 23660, 10565.7, 23871.1
23670, 10000, 23670, 10565.4, 23880.8
23680, 10000, 23680, 10565, 23890.6
23690, 10000, 23690, 10564.7, 23900.4
23700, 10000, 23700, 10564.3, 23910.1
23710, 10000, 23710, 10564, 23919.9
23720, 10000, 23720, 10563.6, 23929.7
23730, 10000, 23730, 10563.3, 23939.4
23740, 10000, 23740, 10562.9, 23949.2
23750, 10000, 23750, 10562.6, 23959
23760, 10000, 23760, 10562.2, 23968.7
23770, 10000, 23770, 10561.9, 23978.5
23780, 10000, 23780, 10561.5, 23988.3
23790, 10000, 23790, 10561.2, 23998
23800, 10000, 23800, 10560.8, 24007.8
23810, 10000, 23810, 10560.5, 24017.6
23820, 10000, 23820, 10560.1, 24027.4
23830, 10000, 23830, 10559.8, 24037.1
23840, 10000, 23840, 10559.4, 24046.9
23850, 10000, 23850, 10559.1, 24056.7
23860, 10000, 23860, 10558.7, 24066.4
23870, 10000, 23870, 10558.4, 24076.2
23880, 10000, 23880, 10558, 24086
23890, 10000, 23890, 10557.7, 24095.7
23900, 10000, 23900, 10557.3, 24105.5
23910, 10000, 23910, 10557, 24115.3
23920, 10000, 23920, 10556.6, 24125
23930, 10000, 23930, 10556.3, 24134.8
23940, 10000, 23940, 10555.9, 24144.6
23950, 10000, 23950, 10555.6, 24154.3
23960, 10000, 23960, 10555.2, 24164.1
23970, 10000, 23970, 10554.9, 24173.9
23980, 10000, 23980, 10554.5, 24183.6
23990, 10000, 23990, 10554.2, 24193.4
24000, 10000, 24000, 10553.9, 24203.2
24010, 10000, 24010, 10553.5, 24212.9
24020, 10000, 24020, 10553.2, 24222.7
24030, 10000, 24030, 10552.8, 24232.5
24040, 10000, 24040, 10552.5, 24242.3
24050, 10000, 24050, 10552.1, 24252
24060, 10000, 24060, 10551.8, 24261.8
24070, 10000, 24070, 10551.4, 24271.6
24080, 10000, 24080, 10551.1, 24281.3
24090, 10000, 24090, 10550.7, 24291.1
24100, 10000, 24100, 10550.4, 24300.9
24110, 10000, 24110, 10550, 24310.6
24120, 10000, 24120, 10549.7, 24320.4
24130, 10000, 24130, 10549.3, 24330.2
24140, 10000, 24140, 10549, 24339.9
24150, 10000, 24150, 10548.6, 24349.7
24160, 10000, 24160, 10548.3, 24359.5
24170, 10000, 24170, 10547.9, 24369.2
24180, 10000, 24180, 10547.6, 24379
24190, 10000, 24190, 10547.2, 24388.8
24200, 10000, 24200, 10546.9, 24398.5
24210, 10000, 24210, 10546.5, 24408.3
24220, 10000, 24220, 10546.2, 24418.1
24230, 10000, 24230, 10545.8, 24427.8
24240, 10000, 24240, 10545.5, 24437.6
24250, 10000, 24250, 10545.1, 24447.4
24260, 10000, 24260, 10544.8, 24457.2
24270, 10000, 24270, 10544.4, 24466.9
24280, 10000, 24280, 10544.1, 24476.7
24290, 10000, 24290, 10543.7, 24486.5
24300, 10000, 24300, 10543.4, 24496.2
24310, 10000, 24310, 10543, 24506
24320, 10000, 24320, 10542.7, 24515.8
24330, 10000, 24330, 10542.3, 24525.5
24340, 10000, 24340, 10542, 24535.3
24350, 10000, 24350, 10541.6, 24545.1
24360, 10000, 24360, 10541.3, 24554.8
24370, 10000, 24370, 10540.9, 24564.6
24380, 10000, 24380, 10540.6, 24574.4
24390, 10000, 24390, 10540.2, 24584.1
24400, 10000, 24400, 10539.9, 24593.9
24410, 10000, 24410, 10539.5, 24603.7
24420, 10000, 24420, 10539.2, 24613.4
24430, 10000, 24430, 10538.8, 24623.2
24440, 10000, 24440, 10538.5, 24633
24450, 10000, 24450, 10538.1, 24642.8
24460, 10000, 24460, 10537.8, 24652.5
24470, 10000, 24470, 10537.4, 24662.3
24480, 10000, 24480, 10537.1, 24672.1
24490, 10000, 24490, 10536.7, 24681.8
24500, 10000, 24500, 10536.4, 24691.6
24510, 10000, 24510, 10536, 24701.4
24520, 10000, 24520, 10535.7, 24711.1
24530, 10000, 24530, 10535.3, 24720.9
24540, 10000, 24540, 10535, 24730.7
24550, 10000, 24550, 10534.6, 24740.4
24560, 10000, 24560, 10534.3, 24750.2
24570, 10000, 24570, 10533.9, 24760
24580, 10000, 24580, 10533.6, 24769.7
24590, 10000, 24590, 10533.2, 24779.5
24600, 10000, 24600, 10532.9, 24789.3
24610, 10000, 24610, 10532.5, 24799
24620, 10000, 24620, 10532.2, 24808.8
24630, 10000, 24630, 10531.8, 24818.6
24640, 10000, 24640, 10531.5, 24828.3
24650, 10000, 24650, 10531.1, 24838.1
24660, 10000, 24660, 10530.8, 24847.9
24670, 10000, 24670, 10530.4, 24857.7
24680, 10000, 24680, 10530.1, 24867.4
24690, 10000, 24690, 10529.7, 24877.2
24700, 10000, 24700, 10529.4, 24887
24710, 10000, 24710, 10529, 24896.7
24720, 10000, 24720, 10528.7, 24906.5
24730, 10000, 24730, 10528.3, 24916.3
24740, 10000, 24740, 10528, 24926
24750, 10000, 24750, 10527.6, 24935.8
24760, 10000, 24760, 10527.3, 24945.6
24770, 10000, 24770, 10526.9, 24955.3
24780, 10000, 24780, 10526.6, 24965.1
24790, 10000, 24790, 10526.2, 24974.9
24800, 10000, 24800, 10525.9, 24984.6
24810, 10000, 24810, 10525.5, 24994.4
24820, 10000, 24820, 10525.2, 25004.2
24830, 10000, 24830, 10524.8, 25013.9
24840, 10000, 24840, 10524.5, 25023.7
24850, 10000, 24850, 10524.1, 25033.5
24860, 10000, 24860, 10523.8, 25043.2
24870, 10000, 24870, 10523.4, 25053
24880, 10000, 24880, 10523.1, 25062.8
24890, 10000, 24890, 10522.7, 25072.6
24900, 10000, 24900, 10522.4, 25082.3
24910, 10000, 24910, 10522, 25092.1
24920, 10000, 24920, 10521.7, 25101.9
24930, 10000, 24930, 10521.3, 25111.6
24940, 10000, 24940, 10521, 25121.4
24950, 10000, 24950, 10520.6, 25131.2
24960, 10000, 24960, 10520.3, 25140.9
24970, 10000, 24970, 10519.9, 25150.7
24980, 10000, 24980, 10519.6, 25160.5
24990, 10000, 24990, 10519.2, 25170.2
25000, 10000, 25000, 10518.9, 25180
25010, 10000, 25010, 10518.5, 25189.8
25020, 10000, 25020, 10518.2, 25199.5
25030, 10000, 25030, 10517.8, 25209.3
25040, 10000, 25040, 10517.5, 25219.1
25050, 10000, 25050, 10517.1, 25228.8
25060, 10000, 25060, 10516.8, 25238.6
25070, 10000, 25070, 10516.4, 25248.4
25080, 10000, 25080, 10516.1, 25258.1
25090, 10000, 25090, 10515.7, 25267.9
25100, 10000, 25100, 10515.4, 25277.7
25110, 10000, 25110, 10515, 25287.5
25120, 10000, 25120, 10514.7, 25297.2
25130, 10000, 25130, 10514.3, 25307
25140, 10000, 25140, 10514, 25316.8
25150, 10000, 25150, 10513.6, 25326.5
25160, 10000, 25160, 10513.3, 25336.3
25170, 10000, 25170, 10512.9, 25346.1
25180, 10000, 25180, 10512.6, 25355.8
25190, 10000, 25190, 10512.2, 25365.6
25200, 10000, 25200, 10511.9, 25375.4
25210, 10000, 25210, 10511.5, 25385.1
25220, 10000, 25220, 10511.2, 25394.9
25230, 10000, 25230, 10510.9, 25404.7
25240, 10000, 25240, 10510.5, 25414.4
25250, 10000, 25250, 10510.2, 25424.2
25260, 10000, 25260, 10509.8, 25434
25270, 10000, 25270, 10509.5, 25443.7
25280, 10000, 25280, 10509.1, 25453.5
25290, 10000, 25290, 10508.8, 25463.3
25300, 10000, 25300, 10508.4, 25473.1
25310, 10000, 25310, 10508.1, 25482.8
25320, 10000, 25320, 10507.7, 25492.6
25330, 10000, 25330, 10507.4, 25502.4
25340, 10000, 25340, 10507, 25512.1
25350, 10000, 25350, 10506.7, 25521.9
25360, 10000, 25360, 10506.3, 25531.7
25370, 10000, 25370, 10506, 25541.4
25380, 10000, 25380, 10505.6, 25551.2
25390, 10000, 25390, 10505.3, 25561
25400, 10000, 25400, 10504.9, 25570.7
25410, 10000, 25410, 10504.6, 25580.5
25420, 10000, 25420, 10504.2, 25590.3
25430, 10000, 25430, 10503.9, 25600
25440, 10000, 25440, 10503.5, 25609.8
25450, 10000, 25450, 10503.2, 25619.6
25460, 10000, 25460, 10502.8, 25629.3
25470, 10000, 25470, 10502.5, 25639.1
25480, 10000, 25480, 10502.1, 25648.9
25490, 10000, 25490, 10501.8, 25658.6
25500, 10000, 25500, 10501.4, 25668.4
25510, 10000, 25510, 10501.1, 25678.2
25520, 10000, 25520, 10500.7, 25688
25530, 10000, 25530, 10500.4, 25697.7
25540, 10000, 25540, 10500, 25707.5
25550, 10000, 25550, 10499.7, 25717.3
25560, 10000, 25560, 10499.3, 25727
25570, 10000, 25570, 10499, 25736.8
25580, 10000, 25580, 10498.6, 25746.6
25590, 10000, 25590, 10498.3, 25756.3
25600, 10000, 25600, 10497.9, 25766.1
25610, 10000, 25610, 10497.6, 25775.9
25620, 10000, 25620, 10497.2, 25785.6
25630, 10000, 25630, 10496.9, 25795.4
25640, 10000, 25640, 10496.5, 25805.2
25650, 10000, 25650, 10496.2, 25814.9
25660, 10000, 25660, 10495.8, 25824.7
25670, 10000, 25670, 10495.5, 25834.5
25680, 10000, 25680, 10495.1, 25844.2
25690, 10000, 25690, 10494.8, 25854
25700, 10000, 25700, 10494.4, 25863.8
25710, 10000, 25710, 10494.1, 25873.5
25720, 10000, 25720, 10493.7, 25883.3
25730, 10000, 25730, 10493.4, 25893.1
25740, 10000, 25740, 10493, 25902.9
25750, 10000, 25750, 10492.7, 25912.6
25760, 10000, 25760, 10492.3, 25922.4
25770, 10000, 25770, 10492, 25932.2
25780, 10000, 25780, 10491.6, 25941.9
25790, 10000, 25790, 10491.3, 25951.7
25800, 10000, 25800, 10490.9, 25961.5
25810, 10000, 25810, 10490.6, 25971.2
25820, 10000, 25820, 10490.2, 25981
25830, 10000, 25830, 10489.9, 25990.8
25840, 10000, 25840, 10489.5, 26000.5
25850, 10000, 25850, 10489.2, 26010.3
25860, 10000, 25860, 10488.8, 26020.1
25870, 10000, 25870, 10488.5, 26029.8
25880, 10000, 25880, 10488.1, 26039.6
25890, 10000, 25890, 10487.8, 26049.4
25900, 10000, 25900, 10487.4, 26059.1
25910, 10000, 25910, 10487.1, 26068.9
25920, 10000, 25920, 10486.7, 26078.7
25930, 10000, 25930, 10486.4, 26088.5
25940, 10000, 25940, 10486, 26098.2
25950, 10000, 25950, 10485.7, 26108
25960, 10000, 25960, 10485.3, 26117.8
25970, 10000, 25970, 10485, 26127.5
25980, 10000, 25980, 10484.6, 26137.3
25990, 10000, 25990, 10484.3, 26147.1
26000, 10000, 26000, 10483.9, 26156.8
26010, 10000, 26010, 10483.6, 26166.6
26020, 10000, 26020, 10483.2, 26176.4
26030, 10000, 26030, 10482.9, 26186.1
26040, 10000, 26040, 10482.5, 26195.9
26050, 10000, 26050, 10482.2, 26205.7
26060, 10000, 26060, 10481.8, 26215.4
26070, 10000, 26070, 10481.5, 26225.2
26080, 10000, 26080, 10481.1, 26235
26090, 10000, 26090, 10480.8, 26244.7
26100, 10000, 26100, 10480.4, 26254.5
26110, 10000, 26110, 10480.1, 26264.3
26120, 10000, 26120, 10479.7, 26274
26130, 10000, 26130, 10479.4, 26283.8
26140, 10000, 26140, 10479, 26293.6
26150, 10000, 26150, 10478.7, 26303.4
26160, 10000, 26160, 10478.3, 26313.1
26170, 10000, 26170, 10478, 26322.9
26180, 10000, 26180, 10477.6, 26332.7
26190, 10000, 26190, 10477.3, 26342.4
26200, 10000, 26200, 10476.9, 26352.2
26210, 10000, 26210, 10476.6, 26362
26220, 10000, 26220, 10476.2, 26371.7
26230, 10000, 26230, 10475.9, 26381.5
26240, 10000, 26240, 10475.5, 26391.3
26250, 10000, 26250, 10475.2, 26401
26260, 10000, 26260, 10474.8, 26410.8
26270, 10000, 26270, 10474.5, 26420.6
26280, 10000, 26280, 10474.1, 26430.3
26290, 10000, 26290, 10473.8, 26440.1
26300, 10000, 26300, 10473.4, 26449.9
26310, 10000, 26310, 10473.1, 26459.6
26320, 10000, 26320, 10472.7, 26469.4
26330, 10000, 26330, 10472.4, 26479.2
26340, 10000, 26340, 10472, 26488.9
26350, 10000, 26350, 10471.7, 26498.7
26360, 10000, 26360, 10471.3, 26508.5
26370, 10000, 26370, 10471, 26518.3
26380, 10000, 26380, 10470.6, 26528
26390, 10000, 26390, 10470.3, 26537.8
26400, 10000, 26400, 10469.9, 26547.6
26410, 10000, 26410, 10469.6, 26557.3
26420, 10000, 26420, 10469.2, 26567.1
26430, 10000, 26430, 10468.9, 26576.9
26440, 10000, 26440, 10468.5, 26586.6
26450, 10000, 26450, 10468.2, 26596.4
26460, 10000, 26460, 10467.9, 26606.2
26470, 10000, 26470, 10467.5, 26615.9
26480, 10000, 26480, 10467.2, 26625.7
26490, 10000, 26490, 10466.8, 26635.5
26500, 10000, 26500, 10466.5, 26645.2
26510, 10000, 26510, 10466.1, 26655
26520, 10000, 26520, 10465.8, 26664.8
26530, 10000, 26530, 10465.4, 26674.5
26540, 10000, 26540, 10465.1, 26684.3
26550, 10000, 26550, 10464.7, 26694.1
26560, 10000, 26560, 10464.4, 26703.9
26570, 10000, 26570, 10464, 26713.6
26580, 10000, 26580, 10463.7, 26723.4
26590, 10000, 26590, 10463.3, 26733.2
26600, 10000, 26600, 10463, 26742.9
26610, 10000, 26610, 10462.6, 26752.7
26620, 10000, 26620, 10462.3, 26762.5
26630, 10000, 26630, 10461.9, 26772.2
26640, 10000, 26640, 10461.6, 26782
26650, 10000, 26650, 10461.2, 26791.8
26660, 10000, 26660, 10460.9, 26801.5
26670, 10000, 26670, 10460.5, 26811.3
26680, 10000, 26680, 10460.2, 26821.1
26690, 10000, 26690, 10459.8, 26830.8
26700, 10000, 26700, 10459.5, 26840.6
26710, 10000, 26710, 10459.1, 26850.4
26720, 10000, 26720, 10458.8, 26860.1
26730, 10000, 26730, 10458.4, 26869.9
26740, 10000, 26740, 10458.1, 26879.7
26750, 10000, 26750, 10457.7, 26889.4
26760, 10000, 26760, 10457.4, 26899.2
26770, 10000, 26770, 10457, 26909
26780, 10000, 26780, 10456.7, 26918.8
26790, 10000, 26790, 10456.3, 26928.5
26800, 10000, 26800, 10456, 26938.3
26810, 10000, 26810, 10455.6, 26948.1
26820, 10000, 26820, 10455.3, 26957.8
26830, 10000, 26830, 10454.9, 26967.6
26840, 10000, 26840, 10454.6, 26977.4
26850, 10000, 26850, 10454.2, 26987.1
26860, 10000, 26860, 10453.9, 26996.9
26870, 10000, 26870, 10453.5, 27006.7
26880, 10000, 26880, 10453.2, 27016.4
26890, 10000, 26890, 10452.8, 27026.2
26900, 10000, 26900, 10452.5, 27036
26910, 10000, 26910, 10452.1, 27045.7
26920, 10000, 26920, 10451.8, 27055.5
26930, 10000, 26930, 10451.4, 27065.3
26940, 10000, 26940, 10451.1, 27075
26950, 10000, 26950, 10450.7, 27084.8
26960, 10000, 26960, 10450.4, 27094.6
26970, 10000, 26970, 10450, 27104.3
26980, 10000, 26980, 10449.7, 27114.1
26990, 10000, 26990, 10449.3, 27123.9
27000, 10000, 27000, 10449, 27133.7
27010, 10000, 27010, 10448.6, 27143.4
27020, 10000, 27020, 10448.3, 27153.2
27030, 10000, 27030, 10447.9, 27163
27040, 10000, 27040, 10447.6, 27172.7
27050, 10000, 27050, 10447.2, 27182.5
27060, 10000, 27060, 10446.9, 27192.3
27070, 10000, 27070, 10446.5, 27202
27080, 10000, 27080, 10446.2, 27211.8
27090, 10000, 27090, 10445.8, 27221.6
27100, 10000, 27100, 10445.5, 27231.3
27110, 10000, 27110, 10445.1, 27241.1
27120, 10000, 27120, 10444.8, 27250.9
27130, 10000, 27130, 10444.4, 27260.6
27140, 10000, 27140, 10444.1, 27270.4
27150, 10000, 27150, 10443.7, 27280.2
27160, 10000, 27160, 10443.4, 27289.9
27170, 10000, 27170, 10443, 27299.7
27180, 10000, 27180, 10442.7, 27309.5
27190, 10000, 27190, 10442.3, 27319.2
27200, 10000, 27200, 10442, 27329
27210, 10000, 27210, 10441.6, 27338.8
27220, 10000, 27220, 10441.3, 27348.6
27230, 10000, 27230, 10440.9, 27358.3
27240, 10000, 27240, 10440.6, 27368.1
27250, 10000, 27250, 10440.2, 27377.9
27260, 10000, 27260, 10439.9, 27387.6
27270, 10000, 27270, 10439.5, 27397.4
27280, 10000, 27280, 10439.2, 27407.2
27290, 10000, 27290, 10438.8, 27416.9
27300, 10000, 27300, 10438.5, 27426.7
27310, 10000, 27310, 10438.1, 27436.5
27320, 10000, 27320, 10437.8, 27446.2
27330, 10000, 27330, 10437.4, 27456
27340, 10000, 27340, 10437.1, 27465.8
27350, 10000, 27350, 10436.7, 27475.5
27360, 10000, 27360, 10436.4, 27485.3
27370, 10000, 27370, 10436, 27495.1
27380, 10000, 27380, 10435.7, 27504.8
27390, 10000, 27390, 10435.3, 27514.6
27400, 10000, 27400, 10435, 27524.4
27410, 10000, 27410, 10434.6, 27534.2
27420, 10000, 27420, 10434.3, 27543.9
27430, 10000, 27430, 10433.9, 27553.7
27440, 10000, 27440, 10433.6, 27563.5
27450, 10000, 27450, 10433.2, 27573.2
27460, 10000, 27460, 10432.9, 27583
27470, 10000, 27470, 10432.5, 27592.8
27480, 10000, 27480, 10432.2, 27602.5
27490, 10000, 27490, 10431.8, 27612.3
27500, 10000, 27500, 10431.5, 27622.1
27510, 10000, 27510, 10431.1, 27631.8
27520, 10000, 27520, 10430.8, 27641.6
27530, 10000, 27530, 10430.4, 27651.4
27540, 10000, 27540, 10430.1, 27661.1
27550, 10000, 27550, 10429.7, 27670.9
27560, 10000, 27560, 10429.4, 27680.7
27570, 10000, 27570, 10429, 27690.4
27580, 10000, 27580, 10428.7, 27700.2
27590, 10000, 27590, 10428.3, 27710
27600, 10000, 27600, 10428, 27719.7
27610, 10000, 27610, 10427.6, 27729.5
27620, 10000, 27620, 10427.3, 27739.3
27630, 10000, 27630, 10426.9, 27749.1
27640, 10000, 27640, 10426.6, 27758.8
27650, 10000, 27650, 10426.2, 27768.6
27660, 10000, 27660, 10425.9, 27778.4
27670, 10000, 27670, 10425.5, 27788.1
27680, 10000, 27680, 10425.2, 27797.9
27690, 10000, 27690, 10424.8, 27807.7
27700, 10000, 27700, 10424.5, 27817.4
27710, 10000, 27710, 10424.2, 27827.2
27720, 10000, 27720, 10423.8, 27837
27730, 10000, 27730, 10423.5, 27846.7
27740, 10000, 27740, 10423.1, 27856.5
27750, 10000, 27750, 10422.8, 27866.3
27760, 10000, 27760, 10422.4, 27876
27770, 10000, 27770, 10422.1, 27885.8
27780, 10000, 27780, 10421.7, 27895.6
27790, 10000, 27790, 10421.4, 27905.3
27800, 10000, 27800, 10421, 27915.1
27810, 10000, 27810, 10420.7, 27924.9
27820, 10000, 27820, 10420.3, 27934.6
27830, 10000, 27830, 10420, 27944.4
27840, 10000, 27840, 10419.6, 27954.2
27850, 10000, 27850, 10419.3, 27964
27860, 10000, 27860, 10418.9, 27973.7
27870, 10000, 27870, 10418.6, 27983.5
27880, 10000, 27880, 10418.2, 27993.3
27890, 10000, 27890, 10417.9, 28003
27900, 10000, 27900, 10417.5, 28012.8
27910, 10000, 27910, 10417.2, 28022.6
27920, 10000, 27920, 10416.8, 28032.3
27930, 10000, 27930, 10416.5, 28042.1
27940, 10000, 27940, 10416.1, 28051.9
27950, 10000, 27950, 10415.8, 28061.6
27960, 10000, 27960, 10415.4, 28071.4
27970, 10000, 27970, 10415.1, 28081.2
27980, 10000, 27980, 10414.7, 28090.9
27990, 10000, 27990, 10414.4, 28100.7
28000, 10000, 28000, 10414, 28110.5
28010, 10000, 28010, 10413.7, 28120.2
28020, 10000, 28020, 10413.3, 28130
28030, 10000, 28030, 10413, 28139.8
28040, 10000, 28040, 10412.6, 28149.6
28050, 10000, 28050, 10412.3, 28159.3
28060, 10000, 28060, 10411.9, 28169.1
28070, 10000, 28070, 10411.6, 28178.9
28080, 10000, 28080, 10411.2, 28188.6
28090, 10000, 28090, 10410.9, 28198.4
28100, 10000, 28100, 10410.5, 28208.2
28110, 10000, 28110, 10410.2, 28217.9
28120, 10000, 28120, 10409.8, 28227.7
28130, 10000, 28130, 10409.5, 28237.5
28140, 10000, 28140, 10409.1, 28247.2
28150, 10000, 28150, 10408.8, 28257
28160, 10000, 28160, 10408.4, 28266.8
28170, 10000, 28170, 10408.1, 28276.5
28180, 10000, 28180, 10407.7, 28286.3
28190, 10000, 28190, 10407.4, 28296.1
28200, 10000, 28200, 10407, 28305.8
28210, 10000, 28210, 10406.7, 28315.6
28220, 10000, 28220, 10406.3, 28325.4
28230, 10000, 28230, 10406, 28335.1
28240, 10000, 28240, 10405.6, 28344.9
28250, 10000, 28250, 10405.3, 28354.7
28260, 10000, 28260, 10404.9, 28364.5
28270, 10000, 28270, 10404.6, 28374.2
28280, 10000, 28280, 10404.2, 28384
28290, 10000, 28290, 10403.9, 28393.8
28300, 10000, 28300, 10403.5, 28403.5
28310, 10000, 28310, 10403.2, 28413.3
28320, 10000, 28320, 10402.8, 28423.1
28330, 10000, 28330, 10402.5, 28432.8
28340, 10000, 28340, 10402.1, 28442.6
28350, 10000, 28350, 10401.8, 28452.4
28360, 10000, 28360, 10401.4, 28462.1
28370, 10000, 28370, 10401.1, 28471.9
28380, 10000, 28380, 10400.7, 28481.7
28390, 10000, 28390, 10400.4, 28491.4
28400, 10000, 28400, 10400, 28501.2
28410, 10000, 28410, 10399.7, 28511
28420, 10000, 28420, 10399.3, 28520.7
28430, 10000, 28430, 10399, 28530.5
28440, 10000, 28440, 10398.6, 28540.3
28450, 10000, 28450, 10398.3, 28550
28460, 10000, 28460, 10397.9, 28559.8
28470, 10000, 28470, 10397.6, 28569.6
28480, 10000, 28480, 10397.2, 28579.4
28490, 10000, 28490, 10396.9, 28589.1
