         y,     x_in,    y_in,          x_corr,           y_corr
16140, 10000, 16140, 10828.6, 16525.3
16150, 10000, 16150, 10828.3, 16535.1
16160, 10000, 16160, 10827.9, 16544.9
16170, 10000, 16170, 10827.6, 16554.6
16180, 10000, 16180, 10827.2, 16564.4
16190, 10000, 16190, 10826.9, 16574.2
16200, 10000, 16200, 10826.5, 16583.9
16210, 10000, 16210, 10826.2, 16593.7
16220, 10000, 16220, 10825.8, 16603.5
16230, 10000, 16230, 10825.5, 16613.3
16240, 10000, 16240, 10825.1, 16623
16250, 10000, 16250, 10824.8, 16632.8
16260, 10000, 16260, 10824.4, 16642.6
16270, 10000, 16270, 10824.1, 16652.3
16280, 10000, 16280, 10823.7, 16662.1
16290, 10000, 16290, 10823.4, 16671.9
16300, 10000, 16300, 10823, 16681.6
16310, 10000, 16310, 10822.7, 16691.4
16320, 10000, 16320, 10822.3, 16701.2
16330, 10000, 16330, 10822, 16710.9
16340, 10000, 16340, 10821.6, 16720.7
16350, 10000, 16350, 10821.3, 16730.5
16360, 10000, 16360, 10820.9, 16740.2
16370, 10000, 16370, 10820.6, 16750
16380, 10000, 16380, 10820.2, 16759.8
16390, 10000, 16390, 10819.9, 16769.5
16400, 10000, 16400, 10819.5, 16779.3
16410, 10000, 16410, 10819.2, 16789.1
16420, 10000, 16420, 10818.8, 16798.8
16430, 10000, 16430, 10818.5, 16808.6
16440, 10000, 16440, 10818.1, 16818.4
16450, 10000, 16450, 10817.8, 16828.2
16460, 10000, 16460, 10817.4, 16837.9
16470, 10000, 16470, 10817.1, 16847.7
16480, 10000, 16480, 10816.7, 16857.5
16490, 10000, 16490, 10816.4, 16867.2
16500, 10000, 16500, 10816, 16877
16510, 10000, 16510, 10815.7, 16886.8
16520, 10000, 16520, 10815.3, 16896.5
16530, 10000, 16530, 10815, 16906.3
16540, 10000, 16540, 10814.6, 16916.1
16550, 10000, 16550, 10814.3, 16925.8
16560, 10000, 16560, 10814, 16935.6
16570, 10000, 16570, 10813.6, 16945.4
16580, 10000, 16580, 10813.3, 16955.1
16590, 10000, 16590, 10812.9, 16964.9
16600, 10000, 16600, 10812.6, 16974.7
16610, 10000, 16610, 10812.2, 16984.4
16620, 10000, 16620, 10811.9, 16994.2
16630, 10000, 16630, 10811.5, 17004
16640, 10000, 16640, 10811.2, 17013.8
16650, 10000, 16650, 10810.8, 17023.5
16660, 10000, 16660, 10810.5, 17033.3
16670, 10000, 16670, 10810.1, 17043.1
16680, 10000, 16680, 10809.8, 17052.8
16690, 10000, 16690, 10809.4, 17062.6
16700, 10000, 16700, 10809.1, 17072.4
16710, 10000, 16710, 10808.7, 17082.1
16720, 10000, 16720, 10808.4, 17091.9
16730, 10000, 16730, 10808, 17101.7
16740, 10000, 16740, 10807.7, 17111.4
16750, 10000, 16750, 10807.3, 17121.2
16760, 10000, 16760, 10807, 17131
16770, 10000, 16770, 10806.6, 17140.7
16780, 10000, 16780, 10806.3, 17150.5
16790, 10000, 16790, 10805.9, 17160.3
16800, 10000, 16800, 10805.6, 17170
16810, 10000, 16810, 10805.2, 17179.8
16820, 10000, 16820, 10804.9, 17189.6
16830, 10000, 16830, 10804.5, 17199.3
16840, 10000, 16840, 10804.2, 17209.1
16850, 10000, 16850, 10803.8, 17218.9
16860, 10000, 16860, 10803.5, 17228.7
16870, 10000, 16870, 10803.1, 17238.4
16880, 10000, 16880, 10802.8, 17248.2
16890, 10000, 16890, 10802.4, 17258
16900, 10000, 16900, 10802.1, 17267.7
16910, 10000, 16910, 10801.7, 17277.5
16920, 10000, 16920, 10801.4, 17287.3
16930, 10000, 16930, 10801, 17297
16940, 10000, 16940, 10800.7, 17306.8
16950, 10000, 16950, 10800.3, 17316.6
16960, 10000, 16960, 10800, 17326.3
16970, 10000, 16970, 10799.6, 17336.1
16980, 10000, 16980, 10799.3, 17345.9
16990, 10000, 16990, 10798.9, 17355.6
17000, 10000, 17000, 10798.6, 17365.4
17010, 10000, 17010, 10798.2, 17375.2
17020, 10000, 17020, 10797.9, 17384.9
17030, 10000, 17030, 10797.5, 17394.7
17040, 10000, 17040, 10797.2, 17404.5
17050, 10000, 17050, 10796.8, 17414.2
17060, 10000, 17060, 10796.5, 17424
17070, 10000, 17070, 10796.1, 17433.8
17080, 10000, 17080, 10795.8, 17443.6
17090, 10000, 17090, 10795.4, 17453.3
17100, 10000, 17100, 10795.1, 17463.1
17110, 10000, 17110, 10794.7, 17472.9
17120, 10000, 17120, 10794.4, 17482.6
17130, 10000, 17130, 10794, 17492.4
17140, 10000, 17140, 10793.7, 17502.2
17150, 10000, 17150, 10793.3, 17511.9
17160, 10000, 17160, 10793, 17521.7
17170, 10000, 17170, 10792.6, 17531.5
17180, 10000, 17180, 10792.3, 17541.2
17190, 10000, 17190, 10791.9, 17551
17200, 10000, 17200, 10791.6, 17560.8
17210, 10000, 17210, 10791.2, 17570.5
17220, 10000, 17220, 10790.9, 17580.3
17230, 10000, 17230, 10790.5, 17590.1
17240, 10000, 17240, 10790.2, 17599.8
17250, 10000, 17250, 10789.8, 17609.6
17260, 10000, 17260, 10789.5, 17619.4
17270, 10000, 17270, 10789.1, 17629.2
17280, 10000, 17280, 10788.8, 17638.9
17290, 10000, 17290, 10788.4, 17648.7
17300, 10000, 17300, 10788.1, 17658.5
17310, 10000, 17310, 10787.7, 17668.2
17320, 10000, 17320, 10787.4, 17678
17330, 10000, 17330, 10787, 17687.8
17340, 10000, 17340, 10786.7, 17697.5
17350, 10000, 17350, 10786.3, 17707.3
17360, 10000, 17360, 10786, 17717.1
17370, 10000, 17370, 10785.6, 17726.8
17380, 10000, 17380, 10785.3, 17736.6
17390, 10000, 17390, 10784.9, 17746.4
17400, 10000, 17400, 10784.6, 17756.1
17410, 10000, 17410, 10784.2, 17765.9
17420, 10000, 17420, 10783.9, 17775.7
17430, 10000, 17430, 10783.5, 17785.4
17440, 10000, 17440, 10783.2, 17795.2
17450, 10000, 17450, 10782.8, 17805
17460, 10000, 17460, 10782.5, 17814.7
17470, 10000, 17470, 10782.1, 17824.5
17480, 10000, 17480, 10781.8, 17834.3
17490, 10000, 17490, 10781.4, 17844.1
17500, 10000, 17500, 10781.1, 17853.8
17510, 10000, 17510, 10780.7, 17863.6
17520, 10000, 17520, 10780.4, 17873.4
17530, 10000, 17530, 10780, 17883.1
17540, 10000, 17540, 10779.7, 17892.9
17550, 10000, 17550, 10779.3, 17902.7
17560, 10000, 17560, 10779, 17912.4
17570, 10000, 17570, 10778.6, 17922.2
17580, 10000, 17580, 10778.3, 17932
17590, 10000, 17590, 10777.9, 17941.7
17600, 10000, 17600, 10777.6, 17951.5
17610, 10000, 17610, 10777.2, 17961.3
17620, 10000, 17620, 10776.9, 17971
17630, 10000, 17630, 10776.5, 17980.8
17640, 10000, 17640, 10776.2, 17990.6
17650, 10000, 17650, 10775.8, 18000.3
17660, 10000, 17660, 10775.5, 18010.1
17670, 10000, 17670, 10775.1, 18019.9
17680, 10000, 17680, 10774.8, 18029.6
17690, 10000, 17690, 10774.4, 18039.4
17700, 10000, 17700, 10774.1, 18049.2
17710, 10000, 17710, 10773.7, 18059
17720, 10000, 17720, 10773.4, 18068.7
17730, 10000, 17730, 10773, 18078.5
17740, 10000, 17740, 10772.7, 18088.3
17750, 10000, 17750, 10772.3, 18098
17760, 10000, 17760, 10772, 18107.8
17770, 10000, 17770, 10771.6, 18117.6
17780, 10000, 17780, 10771.3, 18127.3
17790, 10000, 17790, 10770.9, 18137.1
17800, 10000, 17800, 10770.6, 18146.9
17810, 10000, 17810, 10770.3, 18156.6
17820, 10000, 17820, 10769.9, 18166.4
17830, 10000, 17830, 10769.6, 18176.2
17840, 10000, 17840, 10769.2, 18185.9
17850, 10000, 17850, 10768.9, 18195.7
17860, 10000, 17860, 10768.5, 18205.5
17870, 10000, 17870, 10768.2, 18215.2
17880, 10000, 17880, 10767.8, 18225
17890, 10000, 17890, 10767.5, 18234.8
17900, 10000, 17900, 10767.1, 18244.5
17910, 10000, 17910, 10766.8, 18254.3
17920, 10000, 17920, 10766.4, 18264.1
17930, 10000, 17930, 10766.1, 18273.9
17940, 10000, 17940, 10765.7, 18283.6
17950, 10000, 17950, 10765.4, 18293.4
17960, 10000, 17960, 10765, 18303.2
17970, 10000, 17970, 10764.7, 18312.9
17980, 10000, 17980, 10764.3, 18322.7
17990, 10000, 17990, 10764, 18332.5
18000, 10000, 18000, 10763.6, 18342.2
18010, 10000, 18010, 10763.3, 18352
18020, 10000, 18020, 10762.9, 18361.8
18030, 10000, 18030, 10762.6, 18371.5
18040, 10000, 18040, 10762.2, 18381.3
18050, 10000, 18050, 10761.9, 18391.1
18060, 10000, 18060, 10761.5, 18400.8
18070, 10000, 18070, 10761.2, 18410.6
18080, 10000, 18080, 10760.8, 18420.4
18090, 10000, 18090, 10760.5, 18430.1
18100, 10000, 18100, 10760.1, 18439.9
18110, 10000, 18110, 10759.8, 18449.7
18120, 10000, 18120, 10759.4, 18459.5
18130, 10000, 18130, 10759.1, 18469.2
18140, 10000, 18140, 10758.7, 18479
18150, 10000, 18150, 10758.4, 18488.8
18160, 10000, 18160, 10758, 18498.5
18170, 10000, 18170, 10757.7, 18508.3
18180, 10000, 18180, 10757.3, 18518.1
18190, 10000, 18190, 10757, 18527.8
18200, 10000, 18200, 10756.6, 18537.6
18210, 10000, 18210, 10756.3, 18547.4
18220, 10000, 18220, 10755.9, 18557.1
18230, 10000, 18230, 10755.6, 18566.9
18240, 10000, 18240, 10755.2, 18576.7
18250, 10000, 18250, 10754.9, 18586.4
18260, 10000, 18260, 10754.5, 18596.2
18270, 10000, 18270, 10754.2, 18606
18280, 10000, 18280, 10753.8, 18615.7
18290, 10000, 18290, 10753.5, 18625.5
18300, 10000, 18300, 10753.1, 18635.3
18310, 10000, 18310, 10752.8, 18645
18320, 10000, 18320, 10752.4, 18654.8
18330, 10000, 18330, 10752.1, 18664.6
18340, 10000, 18340, 10751.7, 18674.4
18350, 10000, 18350, 10751.4, 18684.1
18360, 10000, 18360, 10751, 18693.9
18370, 10000, 18370, 10750.7, 18703.7
18380, 10000, 18380, 10750.3, 18713.4
18390, 10000, 18390, 10750, 18723.2
18400, 10000, 18400, 10749.6, 18733
18410, 10000, 18410, 10749.3, 18742.7
18420, 10000, 18420, 10748.9, 18752.5
18430, 10000, 18430, 10748.6, 18762.3
18440, 10000, 18440, 10748.2, 18772
18450, 10000, 18450, 10747.9, 18781.8
18460, 10000, 18460, 10747.5, 18791.6
18470, 10000, 18470, 10747.2, 18801.3
18480, 10000, 18480, 10746.8, 18811.1
18490, 10000, 18490, 10746.5, 18820.9
18500, 10000, 18500, 10746.1, 18830.6
18510, 10000, 18510, 10745.8, 18840.4
18520, 10000, 18520, 10745.4, 18850.2
18530, 10000, 18530, 10745.1, 18859.9
18540, 10000, 18540, 10744.7, 18869.7
18550, 10000, 18550, 10744.4, 18879.5
18560, 10000, 18560, 10744, 18889.3
18570, 10000, 18570, 10743.7, 18899
18580, 10000, 18580, 10743.3, 18908.8
18590, 10000, 18590, 10743, 18918.6
18600, 10000, 18600, 10742.6, 18928.3
18610, 10000, 18610, 10742.3, 18938.1
18620, 10000, 18620, 10741.9, 18947.9
18630, 10000, 18630, 10741.6, 18957.6
18640, 10000, 18640, 10741.2, 18967.4
18650, 10000, 18650, 10740.9, 18977.2
18660, 10000, 18660, 10740.5, 18986.9
18670, 10000, 18670, 10740.2, 18996.7
18680, 10000, 18680, 10739.8, 19006.5
18690, 10000, 18690, 10739.5, 19016.2
18700, 10000, 18700, 10739.1, 19026
18710, 10000, 18710, 10738.8, 19035.8
18720, 10000, 18720, 10738.4, 19045.5
18730, 10000, 18730, 10738.1, 19055.3
18740, 10000, 18740, 10737.7, 19065.1
18750, 10000, 18750, 10737.4, 19074.9
18760, 10000, 18760, 10737, 19084.6
18770, 10000, 18770, 10736.7, 19094.4
18780, 10000, 18780, 10736.3, 19104.2
18790, 10000, 18790, 10736, 19113.9
18800, 10000, 18800, 10735.6, 19123.7
18810, 10000, 18810, 10735.3, 19133.5
18820, 10000, 18820, 10734.9, 19143.2
18830, 10000, 18830, 10734.6, 19153
18840, 10000, 18840, 10734.2, 19162.8
18850, 10000, 18850, 10733.9, 19172.5
18860, 10000, 18860, 10733.5, 19182.3
18870, 10000, 18870, 10733.2, 19192.1
18880, 10000, 18880, 10732.8, 19201.8
18890, 10000, 18890, 10732.5, 19211.6
18900, 10000, 18900, 10732.1, 19221.4
18910, 10000, 18910, 10731.8, 19231.1
18920, 10000, 18920, 10731.4, 19240.9
18930, 10000, 18930, 10731.1, 19250.7
18940, 10000, 18940, 10730.7, 19260.4
18950, 10000, 18950, 10730.4, 19270.2
18960, 10000, 18960, 10730, 19280
18970, 10000, 18970, 10729.7, 19289.8
18980, 10000, 18980, 10729.3, 19299.5
18990, 10000, 18990, 10729, 19309.3
19000, 10000, 19000, 10728.6, 19319.1
19010, 10000, 19010, 10728.3, 19328.8
19020, 10000, 19020, 10727.9, 19338.6
19030, 10000, 19030, 10727.6, 19348.4
19040, 10000, 19040, 10727.3, 19358.1
19050, 10000, 19050, 10726.9, 19367.9
19060, 10000, 19060, 10726.6, 19377.7
19070, 10000, 19070, 10726.2, 19387.4
19080, 10000, 19080, 10725.9, 19397.2
19090, 10000, 19090, 10725.5, 19407
19100, 10000, 19100, 10725.2, 19416.7
19110, 10000, 19110, 10724.8, 19426.5
19120, 10000, 19120, 10724.5, 19436.3
19130, 10000, 19130, 10724.1, 19446
19140, 10000, 19140, 10723.8, 19455.8
19150, 10000, 19150, 10723.4, 19465.6
19160, 10000, 19160, 10723.1, 19475.3
19170, 10000, 19170, 10722.7, 19485.1
19180, 10000, 19180, 10722.4, 19494.9
19190, 10000, 19190, 10722, 19504.7
19200, 10000, 19200, 10721.7, 19514.4
19210, 10000, 19210, 10721.3, 19524.2
19220, 10000, 19220, 10721, 19534
19230, 10000, 19230, 10720.6, 19543.7
19240, 10000, 19240, 10720.3, 19553.5
19250, 10000, 19250, 10719.9, 19563.3
19260, 10000, 19260, 10719.6, 19573
19270, 10000, 19270, 10719.2, 19582.8
19280, 10000, 19280, 10718.9, 19592.6
19290, 10000, 19290, 10718.5, 19602.3
19300, 10000, 19300, 10718.2, 19612.1
19310, 10000, 19310, 10717.8, 19621.9
19320, 10000, 19320, 10717.5, 19631.6
19330, 10000, 19330, 10717.1, 19641.4
19340, 10000, 19340, 10716.8, 19651.2
19350, 10000, 19350, 10716.4, 19660.9
19360, 10000, 19360, 10716.1, 19670.7
19370, 10000, 19370, 10715.7, 19680.5
19380, 10000, 19380, 10715.4, 19690.3
19390, 10000, 19390, 10715, 19700
19400, 10000, 19400, 10714.7, 19709.8
19410, 10000, 19410, 10714.3, 19719.6
19420, 10000, 19420, 10714, 19729.3
19430, 10000, 19430, 10713.6, 19739.1
19440, 10000, 19440, 10713.3, 19748.9
19450, 10000, 19450, 10712.9, 19758.6
19460, 10000, 19460, 10712.6, 19768.4
19470, 10000, 19470, 10712.2, 19778.2
19480, 10000, 19480, 10711.9, 19787.9
19490, 10000, 19490, 10711.5, 19797.7
19500, 10000, 19500, 10711.2, 19807.5
19510, 10000, 19510, 10710.8, 19817.2
19520, 10000, 19520, 10710.5, 19827
19530, 10000, 19530, 10710.1, 19836.8
19540, 10000, 19540, 10709.8, 19846.5
19550, 10000, 19550, 10709.4, 19856.3
19560, 10000, 19560, 10709.1, 19866.1
19570, 10000, 19570, 10708.7, 19875.8
19580, 10000, 19580, 10708.4, 19885.6
19590, 10000, 19590, 10708, 19895.4
19600, 10000, 19600, 10707.7, 19905.2
19610, 10000, 19610, 10707.3, 19914.9
19620, 10000, 19620, 10707, 19924.7
19630, 10000, 19630, 10706.6, 19934.5
19640, 10000, 19640, 10706.3, 19944.2
19650, 10000, 19650, 10705.9, 19954
19660, 10000, 19660, 10705.6, 19963.8
19670, 10000, 19670, 10705.2, 19973.5
19680, 10000, 19680, 10704.9, 19983.3
19690, 10000, 19690, 10704.5, 19993.1
19700, 10000, 19700, 10704.2, 20002.8
19710, 10000, 19710, 10703.8, 20012.6
19720, 10000, 19720, 10703.5, 20022.4
19730, 10000, 19730, 10703.1, 20032.1
19740, 10000, 19740, 10702.8, 20041.9
19750, 10000, 19750, 10702.4, 20051.7
19760, 10000, 19760, 10702.1, 20061.4
19770, 10000, 19770, 10701.7, 20071.2
19780, 10000, 19780, 10701.4, 20081
19790, 10000, 19790, 10701, 20090.7
19800, 10000, 19800, 10700.7, 20100.5
19810, 10000, 19810, 10700.3, 20110.3
19820, 10000, 19820, 10700, 20120.1
19830, 10000, 19830, 10699.6, 20129.8
19840, 10000, 19840, 10699.3, 20139.6
19850, 10000, 19850, 10698.9, 20149.4
19860, 10000, 19860, 10698.6, 20159.1
19870, 10000, 19870, 10698.2, 20168.9
19880, 10000, 19880, 10697.9, 20178.7
19890, 10000, 19890, 10697.5, 20188.4
19900, 10000, 19900, 10697.2, 20198.2
19910, 10000, 19910, 10696.8, 20208
19920, 10000, 19920, 10696.5, 20217.7
19930, 10000, 19930, 10696.1, 20227.5
19940, 10000, 19940, 10695.8, 20237.3
19950, 10000, 19950, 10695.4, 20247
19960, 10000, 19960, 10695.1, 20256.8
19970, 10000, 19970, 10694.7, 20266.6
19980, 10000, 19980, 10694.4, 20276.3
19990, 10000, 19990, 10694, 20286.1
20000, 10000, 20000, 10693.7, 20295.9
20010, 10000, 20010, 10693.3, 20305.6
20020, 10000, 20020, 10693, 20315.4
20030, 10000, 20030, 10692.6, 20325.2
20040, 10000, 20040, 10692.3, 20335
20050, 10000, 20050, 10691.9, 20344.7
20060, 10000, 20060, 10691.6, 20354.5
20070, 10000, 20070, 10691.2, 20364.3
20080, 10000, 20080, 10690.9, 20374
20090, 10000, 20090, 10690.5, 20383.8
20100, 10000, 20100, 10690.2, 20393.6
20110, 10000, 20110, 10689.8, 20403.3
20120, 10000, 20120, 10689.5, 20413.1
20130, 10000, 20130, 10689.1, 20422.9
20140, 10000, 20140, 10688.8, 20432.6
20150, 10000, 20150, 10688.4, 20442.4
20160, 10000, 20160, 10688.1, 20452.2
20170, 10000, 20170, 10687.7, 20461.9
20180, 10000, 20180, 10687.4, 20471.7
20190, 10000, 20190, 10687, 20481.5
20200, 10000, 20200, 10686.7, 20491.2
20210, 10000, 20210, 10686.3, 20501
20220, 10000, 20220, 10686, 20510.8
20230, 10000, 20230, 10685.6, 20520.6
20240, 10000, 20240, 10685.3, 20530.3
20250, 10000, 20250, 10684.9, 20540.1
20260, 10000, 20260, 10684.6, 20549.9
20270, 10000, 20270, 10684.3, 20559.6
20280, 10000, 20280, 10683.9, 20569.4
20290, 10000, 20290, 10683.6, 20579.2
20300, 10000, 20300, 10683.2, 20588.9
20310, 10000, 20310, 10682.9, 20598.7
20320, 10000, 20320, 10682.5, 20608.5
20330, 10000, 20330, 10682.2, 20618.2
20340, 10000, 20340, 10681.8, 20628
20350, 10000, 20350, 10681.5, 20637.8
20360, 10000, 20360, 10681.1, 20647.5
20370, 10000, 20370, 10680.8, 20657.3
20380, 10000, 20380, 10680.4, 20667.1
20390, 10000, 20390, 10680.1, 20676.8
20400, 10000, 20400, 10679.7, 20686.6
20410, 10000, 20410, 10679.4, 20696.4
20420, 10000, 20420, 10679, 20706.1
20430, 10000, 20430, 10678.7, 20715.9
20440, 10000, 20440, 10678.3, 20725.7
20450, 10000, 20450, 10678, 20735.5
20460, 10000, 20460, 10677.6, 20745.2
20470, 10000, 20470, 10677.3, 20755
20480, 10000, 20480, 10676.9, 20764.8
20490, 10000, 20490, 10676.6, 20774.5
20500, 10000, 20500, 10676.2, 20784.3
20510, 10000, 20510, 10675.9, 20794.1
20520, 10000, 20520, 10675.5, 20803.8
20530, 10000, 20530, 10675.2, 20813.6
20540, 10000, 20540, 10674.8, 20823.4
20550, 10000, 20550, 10674.5, 20833.1
20560, 10000, 20560, 10674.1, 20842.9
20570, 10000, 20570, 10673.8, 20852.7
20580, 10000, 20580, 10673.4, 20862.4
20590, 10000, 20590, 10673.1, 20872.2
20600, 10000, 20600, 10672.7, 20882
20610, 10000, 20610, 10672.4, 20891.7
20620, 10000, 20620, 10672, 20901.5
20630, 10000, 20630, 10671.7, 20911.3
20640, 10000, 20640, 10671.3, 20921
20650, 10000, 20650, 10671, 20930.8
20660, 10000, 20660, 10670.6, 20940.6
20670, 10000, 20670, 10670.3, 20950.4
20680, 10000, 20680, 10669.9, 20960.1
20690, 10000, 20690, 10669.6, 20969.9
20700, 10000, 20700, 10669.2, 20979.7
20710, 10000, 20710, 10668.9, 20989.4
20720, 10000, 20720, 10668.5, 20999.2
20730, 10000, 20730, 10668.2, 21009
20740, 10000, 20740, 10667.8, 21018.7
20750, 10000, 20750, 10667.5, 21028.5
20760, 10000, 20760, 10667.1, 21038.3
20770, 10000, 20770, 10666.8, 21048
20780, 10000, 20780, 10666.4, 21057.8
20790, 10000, 20790, 10666.1, 21067.6
20800, 10000, 20800, 10665.7, 21077.3
20810, 10000, 20810, 10665.4, 21087.1
20820, 10000, 20820, 10665, 21096.9
20830, 10000, 20830, 10664.7, 21106.6
20840, 10000, 20840, 10664.3, 21116.4
20850, 10000, 20850, 10664, 21126.2
20860, 10000, 20860, 10663.6, 21136
20870, 10000, 20870, 10663.3, 21145.7
20880, 10000, 20880, 10662.9, 21155.5
20890, 10000, 20890, 10662.6, 21165.3
20900, 10000, 20900, 10662.2, 21175
20910, 10000, 20910, 10661.9, 21184.8
20920, 10000, 20920, 10661.5, 21194.6
20930, 10000, 20930, 10661.2, 21204.3
20940, 10000, 20940, 10660.8, 21214.1
20950, 10000, 20950, 10660.5, 21223.9
20960, 10000, 20960, 10660.1, 21233.6
20970, 10000, 20970, 10659.8, 21243.4
20980, 10000, 20980, 10659.4, 21253.2
20990, 10000, 20990, 10659.1, 21262.9
21000, 10000, 21000, 10658.7, 21272.7
21010, 10000, 21010, 10658.4, 21282.5
21020, 10000, 21020, 10658, 21292.2
21030, 10000, 21030, 10657.7, 21302
21040, 10000, 21040, 10657.3, 21311.8
21050, 10000, 21050, 10657, 21321.5
21060, 10000, 21060, 10656.6, 21331.3
21070, 10000, 21070, 10656.3, 21341.1
21080, 10000, 21080, 10655.9, 21350.9
21090, 10000, 21090, 10655.6, 21360.6
21100, 10000, 21100, 10655.2, 21370.4
21110, 10000, 21110, 10654.9, 21380.2
21120, 10000, 21120, 10654.5, 21389.9
21130, 10000, 21130, 10654.2, 21399.7
21140, 10000, 21140, 10653.8, 21409.5
21150, 10000, 21150, 10653.5, 21419.2
21160, 10000, 21160, 10653.1, 21429
21170, 10000, 21170, 10652.8, 21438.8
21180, 10000, 21180, 10652.4, 21448.5
21190, 10000, 21190, 10652.1, 21458.3
21200, 10000, 21200, 10651.7, 21468.1
21210, 10000, 21210, 10651.4, 21477.8
21220, 10000, 21220, 10651, 21487.6
21230, 10000, 21230, 10650.7, 21497.4
21240, 10000, 21240, 10650.3, 21507.1
21250, 10000, 21250, 10650, 21516.9
21260, 10000, 21260, 10649.6, 21526.7
21270, 10000, 21270, 10649.3, 21536.4
21280, 10000, 21280, 10648.9, 21546.2
21290, 10000, 21290, 10648.6, 21556
21300, 10000, 21300, 10648.2, 21565.8
21310, 10000, 21310, 10647.9, 21575.5
21320, 10000, 21320, 10647.5, 21585.3
21330, 10000, 21330, 10647.2, 21595.1
21340, 10000, 21340, 10646.8, 21604.8
21350, 10000, 21350, 10646.5, 21614.6
21360, 10000, 21360, 10646.1, 21624.4
21370, 10000, 21370, 10645.8, 21634.1
21380, 10000, 21380, 10645.4, 21643.9
21390, 10000, 21390, 10645.1, 21653.7
21400, 10000, 21400, 10644.7, 21663.4
21410, 10000, 21410, 10644.4, 21673.2
21420, 10000, 21420, 10644, 21683
21430, 10000, 21430, 10643.7, 21692.7
21440, 10000, 21440, 10643.3, 21702.5
21450, 10000, 21450, 10643, 21712.3
21460, 10000, 21460, 10642.6, 21722
21470, 10000, 21470, 10642.3, 21731.8
21480, 10000, 21480, 10641.9, 21741.6
21490, 10000, 21490, 10641.6, 21751.3
21500, 10000, 21500, 10641.2, 21761.1
21510, 10000, 21510, 10640.9, 21770.9
21520, 10000, 21520, 10640.6, 21780.7
21530, 10000, 21530, 10640.2, 21790.4
21540, 10000, 21540, 10639.9, 21800.2
21550, 10000, 21550, 10639.5, 21810
21560, 10000, 21560, 10639.2, 21819.7
21570, 10000, 21570, 10638.8, 21829.5
21580, 10000, 21580, 10638.5, 21839.3
21590, 10000, 21590, 10638.1, 21849
21600, 10000, 21600, 10637.8, 21858.8
21610, 10000, 21610, 10637.4, 21868.6
21620, 10000, 21620, 10637.1, 21878.3
21630, 10000, 21630, 10636.7, 21888.1
21640, 10000, 21640, 10636.4, 21897.9
21650, 10000, 21650, 10636, 21907.6
21660, 10000, 21660, 10635.7, 21917.4
21670, 10000, 21670, 10635.3, 21927.2
21680, 10000, 21680, 10635, 21936.9
21690, 10000, 21690, 10634.6, 21946.7
21700, 10000, 21700, 10634.3, 21956.5
21710, 10000, 21710, 10633.9, 21966.3
21720, 10000, 21720, 10633.6, 21976
21730, 10000, 21730, 10633.2, 21985.8
21740, 10000, 21740, 10632.9, 21995.6
21750, 10000, 21750, 10632.5, 22005.3
21760, 10000, 21760, 10632.2, 22015.1
21770, 10000, 21770, 10631.8, 22024.9
21780, 10000, 21780, 10631.5, 22034.6
21790, 10000, 21790, 10631.1, 22044.4
21800, 10000, 21800, 10630.8, 22054.2
21810, 10000, 21810, 10630.4, 22063.9
21820, 10000, 21820, 10630.1, 22073.7
21830, 10000, 21830, 10629.7, 22083.5
21840, 10000, 21840, 10629.4, 22093.2
21850, 10000, 21850, 10629, 22103
21860, 10000, 21860, 10628.7, 22112.8
21870, 10000, 21870, 10628.3, 22122.5
21880, 10000, 21880, 10628, 22132.3
21890, 10000, 21890, 10627.6, 22142.1
21900, 10000, 21900, 10627.3, 22151.8
21910, 10000, 21910, 10626.9, 22161.6
21920, 10000, 21920, 10626.6, 22171.4
21930, 10000, 21930, 10626.2, 22181.2
21940, 10000, 21940, 10625.9, 22190.9
21950, 10000, 21950, 10625.5, 22200.7
21960, 10000, 21960, 10625.2, 22210.5
21970, 10000, 21970, 10624.8, 22220.2
21980, 10000, 21980, 10624.5, 22230
21990, 10000, 21990, 10624.1, 22239.8
22000, 10000, 22000, 10623.8, 22249.5
22010, 10000, 22010, 10623.4, 22259.3
22020, 10000, 22020, 10623.1, 22269.1
22030, 10000, 22030, 10622.7, 22278.8
22040, 10000, 22040, 10622.4, 22288.6
22050, 10000, 22050, 10622, 22298.4
22060, 10000, 22060, 10621.7, 22308.1
22070, 10000, 22070, 10621.3, 22317.9
22080, 10000, 22080, 10621, 22327.7
22090, 10000, 22090, 10620.6, 22337.4
22100, 10000, 22100, 10620.3, 22347.2
22110, 10000, 22110, 10619.9, 22357
22120, 10000, 22120, 10619.6, 22366.7
22130, 10000, 22130, 10619.2, 22376.5
22140, 10000, 22140, 10618.9, 22386.3
22150, 10000, 22150, 10618.5, 22396.1
22160, 10000, 22160, 10618.2, 22405.8
22170, 10000, 22170, 10617.8, 22415.6
22180, 10000, 22180, 10617.5, 22425.4
22190, 10000, 22190, 10617.1, 22435.1
22200, 10000, 22200, 10616.8, 22444.9
22210, 10000, 22210, 10616.4, 22454.7
22220, 10000, 22220, 10616.1, 22464.4
22230, 10000, 22230, 10615.7, 22474.2
22240, 10000, 22240, 10615.4, 22484
22250, 10000, 22250, 10615, 22493.7
22260, 10000, 22260, 10614.7, 22503.5
22270, 10000, 22270, 10614.3, 22513.3
22280, 10000, 22280, 10614, 22523
22290, 10000, 22290, 10613.6, 22532.8
22300, 10000, 22300, 10613.3, 22542.6
22310, 10000, 22310, 10612.9, 22552.3
